Date,ShareLink,ShareCommentary,idea
2025-02-13 21:50:52,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7295922397545672704,"I Fine-tuned FLUX.1 on My Face! ""
""""
""Here's how you can too...""
""​""
""Step 1: Curate Training Images""
""​""
""Gather 10-20 images of yourself in various settings from different angles. Crop these images so that they are 1024x1024 (using Python).""
""​""
""Step 2: Generate Captions""
""​""
""Use a visual language model (e.g. Llava 13B) to write captions for each photo automatically. Be sure to include a unique ""trigger token"" in each caption, which the model can learn to associate with your face.""
""​""
""Step 3: Fine-tune the Model""
""​""
""Upload a .zip file containing your image-caption pairs to this training endpoint via the Replicate API (or the web UI).""
""​""
""Step 4: Use the Model""
""​""
""After ~10 min and ~$1 for training, a model playground will spin up on Replicate, from which you can generate images from the model.""
""""
""I walk through this whole process in a recent blog post.""
""""
""🔗 Check it out: https://lnkd.in/giYp7VFx""
""​""
""Here are some of my favorites 👇",
2025-02-13 15:02:48,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7295819707691978752,"6 things I've learned from 6 years in AI...""
""""
""""
""1) Data >""
""""
""If your model feels fragile, you probably need more data. ""
""""
""2) Quality > Quantity""
""""
""However, more data doesn't necessarily imply better performance. It needs to maintain high quality.""
""""
""3) Experimentation is central""
""""
""As models get bigger and more powerful, our causal understanding of their mechanisms gets fuzzier. ""
""""
""This is why experimenting with several potential solution design choices (i.e., data, features, techniques, hyperparameters, etc.) is critical.""
""""
""4) Continuous learning is mandatory""
""""
""AI is rapidly evolving. If you are not learning something new every week, you are falling behind.""
""""
""5) Focus on problems, not tech""
""""
""Although new techniques and tools are fun to play with, this isn't what generates value. That comes from solving problems.""
""""
""Don't just ask, ""Can I build it?"" Also, ask, ""Should I build it?""""
""""
""6) Build evals from the start""
""""
""There is a gap between the technical metrics of a model's performance and business ones. ""
""""
""Builders need to consider this before writing a single line of code and (ideally) integrate it into the v0 of their system.""
""""
""--""
""What are some key lessons you've learned?",
2025-02-12 22:54:58,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7295576146195161088,"🔓 Modern language models unlock the ability to analyze and synthesize text data at unprecedented scales.""
""""
""One area I see big potential for this is analyzing open-ended survey data.""
""""
""Rather than limiting users to multiple-choice answers, researchers and developers can now capture the full richness of natural language responses and analyze them at scale.""
""""
""I recently did this for customer data from my AI bootcamp to seek patterns and identify ideal customer avatars.""
""""
""I walked through this whole process in a recent YouTube video 👇 ""
""""
""🔗 Check it out: https://lnkd.in/gm9QdkVf",
2025-02-12 14:57:08,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7295455893196877825,"It’s never been a better time to be a solo founder.""
""""
""With today's apps and AI tools, 1 person can outproduce a team 10 years ago.""
""""
""My 1-person business tech stack...""
""- Notion (central hub for all my tasks and content ideas)""
""- Apple Notes (where I do most of my writing and brainstorming)""
""- ChatGPT (ad hoc tasks that would take me more than a minute)""
""- Canva (make graphics, thumbnails, and video thrills)""
""- Gmail (emails and calendars)""
""- Apple Calendar (merging all my cals)""
""- Apple Numbers (ad hoc analytics)""
""- Python (building custom solutions and advanced analytics)""
""""
""What are some tools that are essential to your workflow?",
2025-02-11 22:04:31,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7295201062083272704,"Although AI models are rapidly improving, it is not always obvious how businesses can use these innovations to generate value. ""
""""
""One fruitful area I see for AI applications is customer segmentation.""
""""
""This consists of identifying patterns in customer data to support things like personalized marketing, guide feature development, and improve user experience.""
""""
""I recently used a mix of traditional ML (i.e. PCA & KMeans) and more modern techniques (e.g. embedding models & GPT-4o) to better understand who my customers were and why they gave me money.""
""""
""I shared the full analysis (with code) in this blog post 👇""
""""
""🔗 Check it out: https://lnkd.in/gD7U_gcc",
2025-02-11 14:48:41,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7295091379586641920,"Breaking down my first $10k month (as an entrepreneur)""
""""
""14 months after leaving my full-time job, I was still living off savings...""
""""
""But that (finally) changed in month 15. Here’s what kept me alive:""
""""
""1) AI Builders Bootcamp: $9,265.48""
""2) Medium (blog): $894.52""
""3) YouTube: $542.73""
""4) Consulting calls: $363.21""
""Total: $10,826.72""
""""
""I don’t share this as a flex (wouldn’t be that impressive anyway 😅) but rather to share the reality of being fully self-employed.""
""""
""It took me 15 months of failure and volatility to match my full-time income.""
""""
""With that said, however, these past couple of years have been the most fulfilling ones of my life, which is worth more to me than any salary.",
2025-02-10 23:10:35,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7294855298387693568,"""AI Agents Are the New SaaS.""""
""""
""Last week, I sat down with Aytekin Tank, who, over the past 20 years, has grown his SaaS company (Jotform) from 0 to 500+ employees.""
""""
""He described an analogy that stuck with me between the ""SaaS revolution"" and what we see today with AI agents...""
""""
""Back in 2004, people mainly interacted with software by downloading it directly onto their computers.""
""""
""While this may sound benign, this little friction can be a killer to new software businesses (especially back when computers were slower than today).""
""""
""Then came SaaS products (e.g. Gmail), which ran their product entirely in the browser. This streamlined user experience has become the standard we now take for granted.""
""""
""However, there is still friction in SaaS UIs. Namely, learning a new app's UI still takes time and effort, no matter how hard product developers improve it.""
""""
""This is where Aytekin says AI agents will create another revolution for software products.""
""""
""Namely, LLMs can act as a human-software interface to make UIs simpler and more intuitive.""
""""
""How do you see the future of AI agent products?""
""""
""--""
""P.S. You can check out the full conversation with Aytekin on The Data Entrepreneurs YouTube channel: https://lnkd.in/gFuW57KW",
2025-02-10 15:01:46,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7294732282295160832,"What are AI agents? (without the hype)...""
""""
""Although work around AI agents has been developing for the past year, it has more recently entered the public discourse around AI.""
""""
""With this (naturally) comes a messy assortment of definitions of what the term “AI agent” actually means.""
""""
""Here are a few definitions that I’m thinking about these days.""
""""
""📌 OpenAI (Sam A): “AI systems that do work for you independently. You give them a task, and they go off and do it.” [1]""
""""
""📌 Anthropic: Systems where LLMs dynamically direct their own processes and tool usage, maintaining control over how they accomplish tasks. [2]""
""""
""📌 Hugging Face: A system that uses an LLM as its engine, and it has access to functions called tools. [3]""
""""
""How do you define “AI agents”?""
""—""
""[1] https://lnkd.in/gTUsPhjD""
""[2] https://lnkd.in/gErR4BtS""
""[3] https://lnkd.in/gNAMSgJe",
2025-02-07 23:29:50,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7293772979149189122,"Multimodal RAG systems can retrieve and synthesize information from different data modalities (e.g. text and images)""
""""
""Like text-only RAG, the retrieval step of these systems can be implemented using vector search (but with multimodal embeddings).""
""""
""One issue with this approach, however, is that vector search results from a general-purpose embedding model may perform poorly in domain-specific use cases (just like in regular RAG).""
""""
""In a recent blog post, I discussed how we can mitigate this issue via fine-tuning multimodal embedding models.""
""""
""There, I walk through how to fine-tune CLIP on title-thumbnail pairs from YouTube videos.""
""""
""👉 Check it out: https://lnkd.in/gh8x4DMC",
2025-02-07 14:58:24,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7293644273592254465,"100+ students enrolled in my AI Builders Bootcamp 🥳 🥳 🥳""
""""
""My third cohort kicked off last night, and with it came my 100th student!""
""""
""After many failed attempts, this is my 1st paid offer that is getting traction AND something I enjoy doing.""
""""
""This is (IMO) the greatest upside of entrepreneurship.""
""""
""It allows us to align how we make a living with the work we find most fulfilling.""
""""
""A huge thank you to everyone who enrolled and joined this community of builders 🙏""
""""
""I'm excited to keep growing and improving this course :)""
""""
""P.S. Don’t worry if you missed it, Cohort 4 will be opening up this Spring :)""
""Stay up to date: https://lnkd.in/gf7z2eab",
